date,open,close,volume,turn
20200511,3.20,3.15,106824,3393.35
20200512,3.16,3.10,108586,3365.33
20200513,3.10,3.41,432933,14331.90
20200514,3.40,3.46,847163,29750.86
20200515,3.39,3.52,622690,21597.07
20200518,3.46,3.76,836154,30742.71
20200519,3.74,3.70,569939,21385.70
20200520,3.67,3.62,381280,13829.60
20200521,3.60,3.64,554874,20505.67
20200522,3.56,3.43,423429,14742.61
20200525,3.42,3.47,234248,8108.28
20200526,3.48,3.60,353456,12537.74
20200527,3.57,3.73,591788,21829.96
20200528,3.72,3.77,491010,18283.16
20200529,3.70,3.65,306300,11326.52
20200601,3.61,3.71,270218,9966.24
20200602,3.69,3.61,343849,12472.32
20200603,3.59,3.59,240096,8687.14
20200604,3.60,3.58,195678,7055.63
20200605,3.61,3.69,379948,13818.29
20200608,3.70,3.61,253793,9224.71
20200609,3.59,3.69,289980,10560.19
20200610,3.76,3.91,924132,35826.16
20200611,3.86,3.88,604572,23401.84
20200612,3.78,3.77,386276,14627.41
20200615,3.79,3.90,653831,25532.00
20200616,3.95,4.13,861331,34843.12
20200617,4.08,4.01,563434,22693.48
20200618,4.00,4.13,676722,27650.82
20200619,4.08,4.08,466422,19076.59
20200622,4.04,3.89,571662,22546.68
20200623,3.89,3.92,341987,13448.80
20200624,3.92,3.94,452040,17997.92
20200629,3.90,3.77,365234,13968.57
20200630,3.81,3.82,183791,6984.18
20200701,3.80,3.85,280538,10852.85
20200702,3.82,3.90,398348,15408.74
20200703,3.90,4.02,543714,21823.53
20200706,4.10,4.24,773943,32073.90
20200707,4.29,4.20,799782,33826.59
20200708,4.20,4.31,719163,31103.34
20200709,4.29,4.38,783766,33917.59
20200710,4.32,4.25,553611,23926.60
20200713,4.33,4.43,628013,27505.19
20200714,4.43,4.51,836603,37445.14
20200715,4.51,4.23,606285,26294.47
20200716,4.26,4.00,466504,19339.56
20200717,4.05,3.98,424016,16874.28
20200720,4.00,4.13,314344,12788.15
20200721,4.13,4.09,283665,11618.26
20200722,4.07,4.08,278360,11389.11
20200723,4.03,4.01,318757,12706.80
20200724,3.99,3.83,291547,11361.85
20200727,3.81,3.79,165934,6275.24
20200728,3.82,3.88,185126,7194.78
20200729,3.88,3.95,209554,8165.09
20200730,3.98,3.93,196210,7761.26
20200731,3.90,3.91,198216,7747.22
20200803,3.96,4.07,318390,12812.09
20200804,4.09,4.00,265422,10650.47
20200805,4.02,3.98,202554,8019.43
20200806,3.94,4.01,336040,13436.89
20200807,4.03,3.91,244240,9587.00
20200810,3.88,3.92,170936,6694.76
20200811,3.93,4.05,521999,21079.48
20200812,4.01,4.27,813538,33887.95
20200813,4.23,4.18,496208,20796.60
20200814,4.16,4.20,328958,13786.45
20200817,4.18,4.22,380767,16019.03
20200818,4.22,4.24,390485,16520.48
20200819,4.20,4.11,339582,14109.14
20200820,4.07,4.06,207216,8475.11
20200821,4.07,4.07,155521,6343.12
20200824,4.06,4.09,160444,6515.83
20200825,4.04,3.92,376711,14954.55
20200826,3.88,3.80,252349,9677.92
20200827,3.79,3.86,142487,5476.90
20200828,3.84,3.91,126018,4891.71
20200831,3.92,3.87,135193,5288.83
20200901,3.86,3.89,102455,3960.75
20200902,3.91,3.86,130672,5033.47
20200903,3.86,3.85,125690,4871.69
20200904,3.81,3.86,113553,4325.01
20200907,3.88,3.83,138934,5363.80
20200908,3.83,3.92,175694,6810.06
20200909,3.87,3.91,276293,10901.36
20200910,3.90,3.76,239427,9177.60
20200911,3.75,3.77,124082,4667.92
20200914,3.77,3.78,81652,3082.81
20200915,3.79,3.76,79283,2982.76
20200916,3.75,3.70,110354,4095.85
20200917,3.69,3.62,187119,6796.26
20200918,3.62,3.68,112464,4104.84
20200921,3.70,3.70,97188,3601.91
20200922,3.65,3.62,91297,3333.04
20200923,3.63,3.64,60038,2182.02
