date,open,close,volume,turn
20200511,16.39,16.39,438174,71994.12
20200512,16.40,16.24,404260,65963.39
20200513,16.18,16.25,316944,51316.17
20200514,16.20,16.02,434471,69791.12
20200515,16.12,16.05,294673,47350.05
20200518,16.03,16.03,373443,59884.82
20200519,16.25,16.12,363097,58668.91
20200520,16.12,16.20,401388,64828.06
20200521,16.24,16.11,404336,65612.93
20200522,16.08,15.78,644871,102737.29
20200525,15.95,15.84,326550,51538.98
20200526,15.90,15.86,310659,49244.97
20200527,15.90,15.95,327880,52373.24
20200528,15.99,16.15,530129,85674.73
20200529,16.05,16.10,457094,73284.16
20200601,16.15,16.27,673009,109347.25
20200602,16.20,16.39,566745,92510.98
20200603,16.49,16.33,700461,115596.49
20200604,16.42,16.25,404547,65911.42
20200605,16.30,16.21,413355,66907.31
20200608,16.23,16.15,674493,109334.50
20200609,16.17,16.25,533387,86421.35
20200610,16.25,16.02,708812,113932.67
20200611,16.03,15.81,859129,136496.44
20200612,15.69,15.97,936449,147562.67
20200615,15.77,15.63,867764,136188.39
20200616,15.73,15.77,529171,83273.26
20200617,15.74,15.74,459364,72196.09
20200618,15.62,15.75,661199,103635.36
20200619,15.75,15.77,884484,139051.84
20200622,15.74,15.68,717428,112735.91
20200623,15.67,15.59,585168,91420.56
20200624,15.67,15.84,866838,136684.66
20200629,15.91,15.79,830137,131585.47
20200630,15.87,15.78,533326,84181.27
20200701,15.82,16.15,1115848,178612.92
20200702,16.10,16.55,1501594,245170.84
20200703,16.66,16.97,1661937,279647.56
20200706,17.18,18.63,3530793,633582.75
20200707,18.95,18.35,2803917,526240.69
20200708,18.43,18.63,2177524,403549.34
20200709,18.55,18.35,1859668,341393.66
20200710,18.25,17.60,2079910,371217.88
20200713,17.46,17.51,2073036,363537.03
20200714,17.52,17.35,1693897,294563.47
20200715,16.78,16.24,1702033,279278.47
20200716,16.32,16.12,1352206,220895.56
20200717,16.27,16.09,956755,153926.17
20200720,16.24,16.48,1434910,234321.92
20200721,16.51,16.35,799021,130626.14
20200722,16.36,16.28,1256329,205578.03
20200723,16.16,15.99,1160405,185948.34
20200724,15.95,15.66,1373554,216585.03
