date,open,close,volume,turn
20200511,5.25,5.53,3396732,180488.64
20200512,5.40,5.41,2088850,112352.04
20200513,5.30,5.64,3052687,172750.33
20200514,5.57,5.71,2747778,155931.02
20200515,5.63,5.61,2002624,113005.90
20200518,5.65,5.77,2886814,164925.44
20200519,5.82,6.35,2775260,168287.75
20200520,6.60,6.33,4454080,295371.38
20200521,6.34,6.24,3169513,198271.05
20200522,6.07,5.92,1981099,120380.33
20200525,5.75,5.52,1789165,100251.05
20200526,5.59,5.72,1694858,95789.08
20200527,5.68,5.72,2121983,123600.27
20200528,5.54,5.26,2213146,119126.13
20200529,5.27,5.09,1591562,81793.36
20200601,5.14,5.37,1828476,96552.39
20200602,5.42,5.25,1628078,86833.83
20200603,5.23,5.28,1441078,76110.98
20200604,5.24,5.10,1239408,63711.66
20200605,5.05,5.07,809500,41023.69
20200608,5.11,5.04,651362,33014.09
20200609,5.06,5.22,1529683,77886.77
20200610,5.17,5.07,808346,41309.72
20200611,5.06,5.02,639447,32316.79
20200612,4.87,4.94,637871,31471.79
20200615,4.90,4.96,832769,41222.85
20200616,4.96,5.11,1027746,52478.20
20200617,5.07,5.04,746819,37510.05
20200618,5.00,5.12,968400,49245.23
20200619,5.12,5.07,712829,36250.76
20200622,5.07,5.02,599216,30184.31
20200623,5.03,4.96,560544,27983.84
20200624,4.97,4.87,577838,28314.38
20200629,4.85,4.64,888061,41687.07
20200630,4.68,4.66,453880,21162.86
20200701,4.69,4.70,633423,29779.17
20200702,4.70,4.90,1008126,48811.72
20200703,4.90,4.92,744990,36500.48
20200706,5.07,5.20,1407829,72029.45
20200707,5.22,5.22,1534226,80739.95
20200708,5.24,5.45,1539125,82564.76
20200709,5.43,5.49,1620360,88158.67
20200710,5.49,5.25,1446443,77752.65
20200713,5.38,5.78,1670466,94097.77
20200714,5.90,6.09,2706260,162233.70
20200715,6.00,5.72,1570076,91522.73
20200716,5.71,5.30,1431721,79208.33
20200717,5.25,5.30,896888,47419.24
20200720,5.39,5.54,974450,53289.77
20200721,5.54,5.60,1243870,70325.18
20200722,5.76,5.62,1076401,60950.89
20200723,5.53,5.55,928704,51146.53
20200724,5.50,5.14,1039703,55138.50
20200727,5.13,5.06,556580,28235.05
20200728,5.10,5.03,523985,26412.78
20200729,5.00,5.21,666147,34125.85
20200730,5.20,5.11,591888,30513.46
20200731,5.07,5.14,533251,27275.60
20200803,5.18,5.27,678199,35521.58
20200804,5.31,5.16,616707,32029.00
20200805,5.16,5.18,532474,27470.48
20200806,5.17,5.11,575640,29306.31
20200807,5.06,5.04,458286,23034.90
20200810,5.02,5.12,466500,23777.58
20200811,5.16,5.00,448112,22633.84
20200812,4.96,4.92,459729,22522.18
20200813,4.92,4.91,268059,13233.50
20200814,4.89,4.93,273556,13378.58
20200817,4.90,5.00,406832,20206.85
20200818,5.00,5.04,359838,18121.23
20200819,5.04,4.94,404724,20117.22
20200820,4.85,4.88,249465,12211.99
20200821,4.90,4.90,213393,10442.33
20200824,4.89,4.87,188300,9171.78
20200825,4.86,4.81,268481,12993.51
20200826,4.82,4.70,327336,15484.79
20200827,4.71,4.93,446809,21601.54
20200828,4.97,4.95,501038,25001.95
20200831,4.96,4.87,351936,17299.74
20200901,4.86,4.84,231513,11184.25
20200902,4.86,4.79,264386,12708.30
20200903,4.79,4.73,241979,11527.09
20200904,4.67,4.74,206236,9709.07
20200907,4.74,4.70,229992,10897.20
20200908,4.71,4.71,225056,10545.06
20200909,4.68,4.88,597825,28920.02
