date,open,close,volume,turn
20200511,4.60,4.60,78979,3633.05
20200512,4.68,4.67,330570,15532.35
20200513,4.55,4.56,188355,8472.19
20200514,4.42,4.34,144497,6357.92
20200515,4.32,4.32,75468,3283.40
20200518,4.33,4.25,71314,3041.48
20200519,4.30,4.24,53980,2295.17
20200520,4.27,4.45,135231,5928.91
20200521,4.42,4.28,73961,3202.82
20200522,4.20,4.09,81560,3356.73
20200525,4.08,4.11,33653,1380.51
20200526,4.10,4.13,32466,1339.13
20200527,4.12,4.09,31467,1291.01
20200528,4.13,4.19,55388,2312.62
20200529,4.19,4.19,34628,1449.63
20200601,4.24,4.27,47035,1994.90
20200602,4.27,4.34,83600,3622.25
20200603,4.32,4.31,59236,2565.17
20200604,4.32,4.27,42578,1820.30
20200605,4.28,4.35,77654,3377.45
20200608,4.34,4.32,55089,2392.80
20200609,4.33,4.32,30839,1333.24
20200610,4.32,4.31,36646,1584.35
20200611,4.32,4.34,56389,2461.85
20200612,4.25,4.29,35874,1532.48
20200615,4.30,4.24,41021,1754.30
20200616,4.25,4.27,24361,1040.16
20200617,4.29,4.35,40016,1727.00
20200618,4.42,4.32,38453,1673.19
20200619,4.35,4.33,29277,1267.00
20200622,4.35,4.46,87967,3891.42
20200623,4.38,4.33,67689,2942.59
20200624,4.31,4.26,44994,1926.46
20200629,4.25,4.69,127503,5867.01
20200630,4.88,4.79,468103,22930.29
20200701,4.79,4.72,326672,15647.67
20200702,4.65,4.64,206348,9493.69
20200703,4.65,4.71,170601,8007.88
20200706,4.74,4.84,242658,11581.84
20200707,4.85,4.83,213742,10328.76
20200708,4.80,4.86,161676,7784.27
20200709,4.85,4.95,197613,9697.66
20200710,4.93,4.88,134167,6568.77
20200713,4.92,5.07,189877,9523.77
20200714,5.01,5.03,169112,8491.50
20200715,5.06,5.25,334754,17589.37
20200716,5.23,4.84,226909,11339.67
20200717,4.78,4.84,101267,4865.51
20200720,4.93,5.14,138550,6964.65
20200721,5.15,5.08,109681,5608.07
20200722,5.05,5.02,128048,6470.91
20200723,4.98,5.12,145471,7295.39
20200724,5.15,4.81,128652,6376.72
20200727,4.83,4.83,61202,2961.74
20200728,4.82,4.83,66536,3217.44
20200729,4.84,4.95,100420,4891.68
20200730,4.99,5.08,129862,6581.16
20200731,5.07,5.22,199811,10376.01
20200803,5.27,5.74,232653,12976.14
20200804,6.08,5.43,433582,24700.13
20200805,5.44,5.60,249594,14025.63
20200806,5.61,5.53,206989,11564.11
20200807,5.34,5.73,236523,13254.50
20200810,5.64,5.82,223998,12839.11
20200811,5.82,5.62,164731,9498.16
20200812,5.56,5.55,134286,7441.53
20200813,5.54,5.46,89304,4900.68
20200814,5.44,5.45,89082,4805.99
20200817,5.48,5.50,88150,4830.95
20200818,5.49,5.52,88866,4916.16
20200819,5.52,5.33,100795,5437.06
20200820,5.30,5.16,103183,5376.19
20200821,5.18,5.24,59569,3109.42
20200824,5.30,5.41,88093,4744.77
20200825,5.43,5.33,51394,2746.65
20200826,5.29,5.22,59867,3155.95
20200827,5.21,5.31,47692,2523.60
20200828,5.34,5.30,56740,2995.87
20200831,5.31,5.25,48094,2547.41
20200901,5.27,5.21,50910,2639.25
20200902,5.21,5.25,74193,3831.06
20200903,5.25,5.15,43234,2247.18
20200904,5.08,5.12,41099,2093.02
20200907,5.14,5.08,51158,2638.06
20200908,5.11,5.22,44888,2320.25
20200909,5.18,5.18,72740,3808.92
20200910,5.27,5.01,67062,3424.51
20200911,5.01,5.19,59686,3039.98
20200914,5.19,5.19,50568,2640.25
20200915,5.19,5.15,26554,1370.14
20200916,5.17,5.15,25539,1316.83
20200917,5.14,5.08,39856,2029.84
20200918,5.08,5.15,29232,1491.08
20200921,5.14,5.18,45053,2343.23
20200922,5.14,5.13,29526,1520.94
20200923,5.20,5.15,25053,1290.78
