date,open,close,volume,turn
20200511,8.70,8.70,191767,16680.49
20200512,8.70,8.61,204557,17665.59
20200513,8.61,8.60,138851,11923.86
20200514,8.57,8.51,147841,12626.91
20200515,8.53,8.56,143280,12265.51
20200518,8.55,8.53,185211,15795.81
20200519,8.60,8.74,326769,28424.97
20200520,8.74,8.75,224980,19678.05
20200521,8.82,8.63,217613,18995.84
20200522,8.65,8.63,262258,22804.10
20200525,8.57,8.44,196133,16643.42
20200526,8.49,8.57,141757,12092.42
20200527,8.64,8.74,304563,26587.04
20200528,8.75,8.67,225682,19619.23
20200529,8.66,8.77,379770,33351.20
20200601,8.82,8.92,391181,34772.01
20200602,8.94,9.03,585539,53110.48
20200603,9.09,8.95,370427,33291.14
20200604,9.03,8.87,248595,22173.85
20200605,8.91,8.84,265374,23444.48
20200608,8.84,8.88,290336,25693.51
20200609,8.87,9.03,415134,37219.34
20200610,9.06,8.94,306500,27508.14
20200611,8.95,8.84,292513,25995.77
20200612,8.68,8.80,287666,25123.34
20200615,8.73,8.96,659377,59424.40
20200616,9.05,8.89,489746,43577.60
20200617,8.90,8.85,277316,24482.64
20200618,8.89,8.99,737887,66742.09
20200619,9.00,9.05,631378,57079.50
20200622,9.05,8.95,304391,27371.46
20200623,8.95,8.85,271524,24127.12
20200624,8.84,8.93,230995,20555.67
20200629,8.89,8.75,255611,22447.54
20200630,8.79,8.77,199408,17466.96
20200701,8.78,8.83,250970,22069.37
20200702,8.83,9.02,506082,45270.20
20200703,9.02,9.18,818446,74575.74
20200706,9.23,9.55,1079146,101751.13
20200707,9.59,9.56,962416,92770.71
20200708,9.52,9.62,685658,65530.59
20200709,9.65,10.58,1734032,180018.02
20200710,10.78,11.24,3257802,356649.69
20200713,11.88,12.36,2267961,275860.72
20200714,12.90,12.55,3155742,393490.03
20200715,12.30,11.30,2924476,338344.03
20200716,11.28,11.32,2258522,254955.22
20200717,11.32,11.23,1311001,147318.02
20200720,11.25,11.40,1207154,137682.25
20200721,11.55,11.29,957913,109523.70
20200722,11.14,11.28,892758,101191.57
20200723,11.10,10.99,1249248,136173.41
20200724,10.95,10.29,1388042,147340.70
20200727,10.44,10.25,712735,73491.01
20200728,10.31,10.09,767821,77706.89
20200729,10.10,10.25,872842,88602.80
20200730,10.20,10.68,1492631,156186.39
20200731,10.50,10.31,1654713,170123.23
20200803,10.35,11.14,1964561,211158.67
20200804,11.01,10.97,1238157,136544.91
20200805,10.87,11.01,873504,95727.63
20200806,11.01,10.80,720101,77918.78
20200807,10.76,10.58,571126,60483.56
20200810,10.59,10.65,489071,51957.04
20200811,10.64,10.34,500331,52717.59
20200812,10.28,10.24,554725,56438.04
20200813,10.32,10.51,643822,67490.88
20200814,10.41,10.43,394083,40843.18
20200817,10.42,10.56,596118,62646.18
20200818,10.57,10.53,539012,57056.52
20200819,10.58,10.24,515660,53378.19
20200820,10.20,10.24,326867,33369.09
20200821,10.27,10.25,230988,23707.52
20200824,10.25,10.17,329724,33540.79
20200825,10.18,10.05,396529,40009.53
20200826,10.02,9.74,675690,66569.60
20200827,9.75,9.75,316901,30817.88
20200828,9.72,10.05,437740,43463.27
20200831,10.04,9.85,415990,41554.36
20200901,9.85,9.89,261410,25745.46
20200902,9.91,9.96,364542,36281.47
20200903,9.96,9.79,383764,37911.53
20200904,9.64,9.61,474363,45436.88
20200907,9.57,9.43,427164,40636.39
20200908,9.44,9.53,378026,35638.58
20200909,9.46,9.27,435764,40637.72
20200910,9.36,9.16,312174,28864.33
20200911,9.13,9.22,238308,21869.87
20200914,9.23,9.19,199100,18342.02
20200915,9.19,9.28,199340,18410.24
20200916,9.29,9.21,175758,16220.22
20200917,9.21,9.21,221375,20318.92
20200918,9.21,9.39,310105,28923.10
20200921,9.40,9.31,233437,21827.84
20200922,9.26,9.19,199793,18450.25
20200923,9.19,9.20,143458,13198.72
20200924,9.16,9.04,224016,20344.27
20200925,9.04,8.97,211745,19039.44
20200928,8.97,8.98,135451,12176.23
20200929,9.06,9.05,140595,12732.89
20200930,9.05,9.10,173288,15726.07
20201009,9.29,9.21,202105,18671.74
20201012,9.23,9.36,295162,27470.35
20201013,9.34,9.35,189528,17714.47
20201014,9.34,9.23,215193,19923.98
20201015,9.31,9.62,694772,66439.54
20201016,9.53,9.59,293454,28037.42
20201019,9.69,9.50,277044,26557.26
20201020,9.50,9.57,202077,19230.39
20201021,9.62,9.76,519421,50505.30
20201022,9.78,9.73,310630,30250.24
20201023,9.71,9.51,338693,32582.44
20201026,9.52,9.50,200999,19026.89
20201027,9.47,9.42,200239,18816.97
20201028,9.45,9.61,262221,24981.29
20201029,9.44,9.68,327412,31488.70
20201030,9.68,9.69,514425,50261.62
20201102,9.60,9.77,449238,43745.56
20201103,9.79,9.90,450694,44342.94
20201104,9.90,9.77,421915,41148.24
20201105,9.88,9.89,476195,46933.39
20201106,9.88,9.72,436543,42485.02
20201109,9.72,9.82,412232,40360.91
20201110,9.80,9.53,507469,48678.59
20201111,9.53,9.35,353087,33045.53
20201112,9.40,9.23,287897,26745.24
20201113,9.33,9.22,224883,20798.26
20201116,9.25,9.25,261101,23995.29
20201117,9.50,9.11,696990,64061.90
20201118,9.05,9.06,409570,36965.86
20201119,9.04,9.04,248930,22456.43
20201120,9.05,9.07,202681,18322.49
20201123,9.08,9.07,343562,31092.76
20201124,9.09,9.15,420140,38472.85
20201125,9.13,9.00,349690,31638.96
20201126,9.00,8.96,261332,23482.17
20201127,8.98,8.97,212115,18960.12
20201130,9.01,9.15,490207,44415.95
20201201,9.25,9.18,532278,49234.43
20201202,9.17,9.08,408651,37165.93
20201203,9.10,9.09,237430,21548.61
20201204,9.10,9.05,188570,17041.85
20201207,9.06,9.00,206729,18602.63
20201208,8.99,9.01,132422,11929.19
20201209,8.92,8.65,621809,54216.20
20201210,8.70,8.68,195628,17003.75
20201211,8.35,8.20,774233,63714.82
20201214,8.20,8.23,262688,21566.74
20201215,8.22,8.14,229185,18646.66
20201216,8.14,8.04,278126,22457.61
20201217,8.00,7.95,506280,39924.71
20201218,7.95,7.88,237288,18773.65
20201221,7.86,7.90,309327,24409.63
20201222,7.91,7.80,295544,23261.45
20201223,7.76,7.76,235997,18361.24
20201224,7.76,7.45,484652,36622.37
20201225,7.42,7.54,223478,16719.19
20201228,7.54,7.49,215252,16092.23
20201229,7.51,7.59,230303,17511.15
20201230,7.65,7.61,193233,14769.02
20201231,7.61,7.71,193242,14834.94
20210104,7.74,7.65,234788,17966.50
20210105,7.63,7.58,335027,25306.54
20210106,7.66,7.58,275275,20920.22
20210107,7.57,7.43,304888,22699.70
20210108,7.39,7.61,392175,29691.96
20210111,7.59,7.46,277566,20865.94
20210112,7.46,7.44,246429,18294.85
20210113,7.44,7.50,364026,27141.91
20210114,7.49,7.50,315710,23684.03
20210115,7.50,7.51,274136,20608.29
20210118,7.48,7.45,281013,20954.08
20210119,7.45,7.57,423529,31858.90
20210120,7.58,7.45,339647,25378.54
20210121,7.42,7.45,282869,21143.02
20210122,7.50,7.34,347835,25628.66
20210125,7.33,7.06,520667,37095.89
20210126,7.06,7.08,242309,17134.74
20210127,7.08,7.08,168205,11930.02
20210128,7.00,6.93,383770,26784.29
20210129,6.94,6.61,715592,47451.63
20210201,6.53,6.61,350388,23233.94
20210202,6.65,6.99,568926,39531.64
20210203,6.95,6.80,307987,21001.22
20210204,6.84,6.69,284590,19054.35
20210205,6.69,6.68,197974,13353.58
20210208,6.68,6.55,261792,17282.19
20210209,6.55,6.75,311507,20652.60
20210210,6.74,6.72,195588,13128.28
20210218,6.81,6.89,350180,24057.28
20210219,6.89,7.22,561028,40044.19
20210222,7.23,7.20,459178,33163.92
20210223,7.14,7.02,322297,22757.67
20210224,7.02,7.00,250684,17570.03
20210301,7.70,7.70,217318,16733.49
20210302,8.08,7.82,1669874,133984.36
20210303,7.71,7.56,799355,60251.06
20210304,7.49,7.35,502213,37156.71
20210305,7.30,7.36,423033,31373.50
20210308,7.40,7.43,512984,38350.44
20210309,7.40,7.43,566330,41950.47
20210310,7.47,7.30,342383,25203.11
20210311,7.29,7.31,226893,16565.34
20210312,7.31,7.36,273728,20052.78
20210315,7.30,7.32,201585,14770.06
20210316,7.30,7.28,189230,13807.72
20210317,7.26,7.28,178286,12983.43
20210318,7.30,7.23,256457,18554.80
20210319,7.20,7.10,216481,15452.12
20210322,7.11,7.16,171692,12243.92
20210323,7.14,7.19,196154,14012.08
20210324,7.16,7.10,136780,9742.24
20210325,7.07,7.06,123310,8726.42
20210326,7.05,7.08,142203,10044.11
20210329,7.07,6.98,236120,16522.58
20210330,6.97,6.83,242674,16646.27
20210331,6.84,6.88,137096,9422.77
20210401,6.89,6.94,135952,9394.49
20210402,6.94,6.95,102938,7157.68
20210406,6.95,6.97,126223,8791.05
20210407,6.96,6.94,138207,9550.15
20210408,6.91,6.88,149363,10318.45
20210409,6.87,7.18,405417,28603.85
20210412,7.07,6.98,250182,17552.89
20210413,7.02,6.89,140366,9724.69
20210414,6.88,7.07,265807,18750.09
20210415,7.16,7.05,181592,12874.76
20210416,7.04,7.16,232772,16653.08
20210419,7.19,7.18,213764,15307.78
20210420,7.17,7.10,152170,10866.24
20210421,7.09,7.06,109137,7727.41
20210422,7.10,7.04,142968,10075.47
20210423,7.03,6.97,124037,8648.38
20210426,6.96,6.88,205890,14225.11
20210427,6.86,6.88,134018,9224.56
20210428,6.89,6.89,113862,7827.05
20210429,6.87,6.90,195814,13502.87
20210430,6.86,6.66,533894,35769.20
20210506,6.67,6.68,180076,12016.84
20210507,6.83,6.76,233528,15869.17
20210510,6.76,6.73,145015,9779.24
20210511,6.77,6.77,128540,8656.24
